0.096812,0.000000,0.000000,0.215110,0.000000,0.000000,0.000000,0.155751,0.000000,0.292116,0.000000,0.000000,0.000000,0.000000,0.000000,0.255320,0.000000,0.000000,0.109478,0.000000
0.149964,0.000000,0.000000,0.247376,0.000000,0.257023,0.000000,0.213659,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.164344,0.249602,0.000000,0.237723,0.315425
0.032271,0.000000,0.000000,0.024200,0.000000,0.000000,0.000000,0.000000,0.000000,0.183925,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031279,0.039428
0.011390,0.000000,0.000000,0.069911,0.460408,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.321710,0.000000,0.000000,0.000000,0.000000,0.000000,0.026285
0.246776,0.000000,0.000000,0.177465,0.051953,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.023364,0.000000,0.000000,0.000000,0.000000,0.000000,0.192760
0.132879,0.256597,0.132558,0.252754,0.184521,0.160112,0.139678,0.311503,0.257829,0.454402,0.152992,0.193751,0.200641,0.129403,0.193770,0.164344,0.253786,0.159425,0.290897,0.000000
0.000000,0.000000,0.214132,0.000000,0.000000,0.000000,0.136467,0.000000,0.119573,0.000000,0.131955,0.000000,0.000000,0.000000,0.123028,0.000000,0.000000,0.134898,0.000000,0.000000
0.000000,0.000000,0.268939,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.296980,0.000000,0.000000,0.000000,0.295410,0.000000,0.250355,0.000000,0.269648,0.000000,0.254986,0.000000,0.279890,0.000000,0.000000,0.285739,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.287383,0.000000,0.220462,0.000000,0.240962,0.000000,0.153840,0.000000,0.230678,0.000000,0.000000,0.275928,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.269723,0.000000,0.224199,0.000000,0.258174,0.000000,0.000000,0.000000,0.215300,0.000000,0.000000,0.261212,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.179304,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.167515,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
